"rown","doc_topic","maxProb"
487,10,0.101524072268057
488,9,0.112978788149659
489,7,0.101886418882788
490,8,0.101673352035513
491,10,0.101654179578012
492,9,0.104400051098518
493,2,0.102186475278736
494,5,0.102594251541245
495,10,0.101742456673138
496,3,0.102929356882408
497,3,0.102249384303181
498,1,0.101243066771671
499,3,0.107204063181571
500,3,0.105955839727137
501,7,0.102676228580189
502,8,0.101146710346389
503,6,0.101387507867069
504,5,0.102533326224249
505,4,0.101545343063357
506,5,0.101360502111266
507,8,0.102251669987615
508,2,0.101434471565479
509,6,0.102283670625422
510,2,0.101503202411342
511,8,0.106390519323218
512,3,0.102135107473749
513,4,0.101640008826367
514,7,0.105269505308099
515,3,0.101977634303563
516,4,0.101636585791065
517,8,0.101578112792191
518,9,0.103308950332557
519,3,0.107080414608178
520,8,0.100895383215513
521,7,0.102192799655908
522,3,0.105833999445844
523,3,0.101912030083136
524,6,0.102341763984875
525,10,0.10110888432349
526,7,0.101159943083165
527,2,0.101597043264835
528,10,0.102006517480508
529,7,0.105394621355321
530,3,0.100971274888775
531,2,0.102212549982809
532,10,0.101501928278698
533,10,0.101275476430217
534,5,0.10469273136894
535,7,0.100738727216275
536,10,0.101020189087164
537,2,0.102942119060868
538,3,0.10109745877068
539,1,0.100732936877578
540,7,0.100511904151204
541,9,0.107408052407661
542,9,0.11112589001254
543,10,0.102493889098311
544,6,0.105517752951344
545,9,0.135637204848957
546,4,0.101461777302043
547,2,0.110554861879648
548,9,0.111811030052246
549,9,0.105423312161967
550,4,0.101478631272602
551,7,0.101588435558295
552,7,0.102349250460118
553,7,0.10128092940182
554,4,0.102429978488842
555,2,0.102277767284409
556,2,0.101688172407718
557,4,0.101267099335774
558,6,0.102454081537488
559,2,0.102537120147941
560,10,0.102004118362591
561,9,0.10585929040026
562,2,0.102108559425975
563,3,0.107374566746201
564,8,0.102395739945676
565,6,0.103801043054176
566,2,0.101253168795391
567,9,0.105483859461775
568,1,0.107974427850729
569,6,0.102159170360049
570,8,0.102560816190808
571,9,0.104135736168481
572,3,0.102927925730055
573,7,0.104086528121632
574,4,0.101193043833329
575,8,0.102149092700284
576,9,0.101206158331196
577,6,0.102709527217422
578,2,0.101078885626106
579,5,0.101400610658265
580,5,0.102159331716013
581,4,0.101885373410865
582,2,0.103706635621494
583,9,0.102796810612831
584,3,0.105113023193611
585,7,0.10206674257123
586,2,0.10170088894056
587,9,0.117814601589314
588,5,0.102378826429049
589,5,0.1024673309316
590,4,0.102870749376432
591,8,0.101561297648406
592,1,0.101197592478954
593,3,0.101972986830954
594,7,0.102280275039622
595,1,0.101841887936268
596,7,0.101306758429367
597,1,0.102869982040792
598,8,0.101757480227135
599,7,0.101998569163317
600,1,0.10156442868511
601,4,0.101870958350249
602,4,0.10138883506727
603,3,0.103714340082164
604,1,0.103547074551871
605,8,0.100954999205743
606,6,0.101305231030134
607,8,0.102898224627063
608,2,0.103266484361093
609,8,0.102896066051099
610,1,0.109285267175793
611,4,0.101409736969323
612,3,0.100965614548362
613,2,0.103608558933575
614,4,0.103644842126562
615,6,0.103181940558076
616,5,0.101107966627082
617,5,0.101385349892239
618,8,0.10080581025961
619,5,0.101662457800308
620,2,0.103704777172958
621,2,0.101734829028868
622,8,0.102431629688365
623,7,0.102279995760765
624,1,0.102553903412612
625,2,0.101207556334894
626,8,0.101537913855521
627,3,0.103217031449731
628,5,0.101270277211018
629,7,0.105514142089763
630,2,0.102843635277384
631,7,0.105960381520614
632,2,0.101938270448071
633,10,0.108949294414318
634,6,0.101944680489146
635,5,0.100892092573388
636,8,0.102807316608656
637,4,0.101520199905174
638,3,0.101437254591462
639,3,0.102479880018724
640,3,0.104999007853339
641,4,0.10204991512677
642,4,0.101456353782116
643,2,0.105835024841353
644,6,0.102671605310958
645,5,0.105477782228606
646,3,0.102649699556225
647,3,0.102489227839154
648,1,0.102119847413657
649,3,0.102005725246286
650,3,0.104823259169593
651,9,0.116939687164814
652,7,0.101586657537809
653,4,0.103806841489429
654,2,0.124779565971006
655,6,0.106681964501836
656,9,0.114508962341432
657,1,0.102808312631125
658,9,0.119722024217599
659,9,0.112208289966679
660,9,0.109821075313635
661,8,0.10166802571145
662,9,0.108938127763726
663,5,0.102449830987494
664,9,0.105896907124865
665,10,0.102325342362397
666,7,0.101453033220873
667,6,0.102018679589444
668,6,0.10137099584915
669,8,0.102765680276447
670,6,0.103064357067129
671,6,0.10291366949731
672,2,0.102461303479156
673,9,0.107646109218225
674,4,0.102588233902573
675,1,0.1024890827174
676,10,0.101626098611326
677,5,0.10265084973498
678,5,0.101897811884879
679,1,0.101127719398002
680,3,0.105749742430807
681,8,0.101395750100137
682,2,0.102897924983309
683,4,0.103311054810468
684,8,0.101579150377006
685,3,0.103560984322281
686,6,0.102548105826719
687,8,0.102755718427555
688,2,0.101607201813848
689,8,0.102388360263378
690,4,0.102425484678128
691,2,0.103334613108187
692,5,0.101856168543163
693,7,0.102236174953764
694,3,0.10123278268768
695,4,0.101469235845582
696,10,0.103424296889389
697,2,0.103486395120798
698,7,0.101736935707146
699,9,0.109497829809735
700,5,0.101234336285779
701,5,0.103003065299031
702,2,0.104811286324678
703,10,0.101530243122509
704,2,0.104418831403067
705,6,0.102946894260448
706,9,0.101542394224717
707,6,0.101070687282799
708,5,0.103183506180992
709,4,0.101520050807218
710,8,0.101656482023698
711,8,0.102601669312492
712,7,0.102175841312365
713,3,0.102113268533109
714,2,0.10733694645877
715,7,0.101830821144988
716,4,0.102616695512639
717,5,0.102249491626429
718,2,0.103100972739613
719,2,0.102357140736182
720,3,0.103419071202104
721,3,0.102188389644826
722,4,0.103040540739239
723,7,0.104028260247321
724,3,0.102716187419484
725,1,0.103425748057723
726,8,0.101227036361
727,2,0.102124215307004
728,3,0.101905848140027
729,1,0.101995482344237
730,2,0.102177542910414
731,4,0.102649380227081
732,5,0.101966980131955
733,6,0.101221024405332
734,2,0.101159807851341
735,7,0.101949725400641
736,3,0.102279541290297
737,4,0.102007805306407
738,4,0.101935064963161
739,2,0.102003244860079
740,5,0.100562611560524
741,6,0.103796998688217
742,3,0.105841459054805
743,3,0.104325730794941
744,3,0.10276725439861
745,5,0.102667708829616
746,4,0.102901193555045
747,9,0.118902770893872
748,1,0.101518163933278
749,10,0.102461629721954
750,6,0.101605494529587
751,3,0.104710347340908
752,6,0.101175326005723
753,6,0.101682603910688
754,2,0.100968451963764
755,7,0.104708097551415
756,4,0.100705923473898
757,7,0.101237897760174
758,10,0.104854445311654
759,4,0.102077801834808
760,10,0.103006121592993
761,9,0.127242001137107
762,7,0.102133178721214
763,2,0.107323105662616
764,9,0.106313738072854
765,9,0.1170986435656
766,9,0.115540566752776
767,2,0.104935768022386
768,9,0.107436802662371
769,9,0.166759066080563
770,9,0.127503595365244
771,1,0.103293414852537
772,6,0.10449062011131
773,9,0.101377924689112
774,5,0.101559581755576
775,6,0.10098153119097
776,9,0.104678948369564
777,8,0.103970394444334
778,4,0.101867085113193
779,2,0.102099153443379
780,9,0.112811738813266
781,6,0.101474462467487
782,5,0.100688213136929
783,2,0.102490265912442
784,7,0.104199664203471
785,1,0.102155070002422
786,5,0.101049248633314
787,6,0.102908773808982
788,2,0.100933763236399
789,8,0.103237580977448
790,10,0.10265746049093
791,4,0.102808306962439
792,5,0.101503485241601
793,1,0.103477955147859
794,3,0.103501302931858
795,3,0.102577065309394
796,10,0.102957097294822
797,3,0.101745560325263
798,7,0.103281449208843
799,10,0.100905866981406
800,4,0.102487954669052
801,1,0.103068400854987
802,1,0.101401367387986
803,7,0.101981683140207
804,5,0.103238360461234
805,4,0.101468789752135
806,4,0.102931675118477
807,7,0.100857497217541
808,6,0.101631016889244
809,9,0.126753485794505
810,9,0.106091998776303
811,8,0.101362561877892
812,8,0.102228214817716
813,3,0.10543603024356
814,7,0.103700239163749
815,10,0.102377813506727
816,7,0.100760165221985
817,3,0.104115906667756
818,10,0.101539269789261
819,7,0.101832500889681
820,8,0.101221410305081
821,4,0.102403991599343
822,4,0.102038195168226
823,9,0.102233196743002
824,10,0.103535090930682
825,8,0.100962226581211
826,5,0.101156317425305
827,5,0.101609772753585
828,8,0.100812249218568
829,9,0.127435117706974
830,10,0.101460583355741
831,9,0.103774854329876
832,8,0.102537024478221
833,8,0.102036594184594
834,2,0.101927391784661
835,3,0.10251063441272
836,4,0.103657277625353
837,5,0.103038546765102
838,5,0.103038546765102
839,8,0.102637964913298
840,2,0.108992428396173
841,3,0.100742056798286
842,10,0.10229607954273
843,9,0.122528582648732
844,4,0.101616566994852
845,9,0.101902548910799
846,4,0.105137676417151
847,1,0.101447057300259
848,7,0.102392648990319
849,9,0.103623717183718
850,4,0.103625067974974
851,6,0.10132583590965
852,2,0.102388880340621
853,3,0.104660260751119
854,7,0.10297630889188
855,2,0.101017447685879
856,8,0.101405167882423
857,5,0.102090297065072
858,8,0.102670907457162
859,4,0.10222501612808
860,9,0.103379806059772
861,9,0.106365125357724
862,3,0.102372819979976
863,2,0.103657039665197
864,2,0.102000038074552
865,7,0.101529348182759
866,8,0.10314375116587
867,6,0.102001830890382
868,6,0.10358957023505
869,5,0.102640673941375
870,4,0.105973333112323
871,9,0.171321363201592
872,8,0.113384929721443
873,9,0.10716302873032
874,9,0.115725575458898
875,9,0.111390835435896
876,9,0.23051807620771
877,8,0.111394126803848
878,3,0.103008348995759
879,4,0.101693302580581
880,2,0.175525326578893
881,9,0.12552135195877
882,4,0.101996436654089
883,4,0.103304154345574
884,7,0.102862871268682
885,5,0.10170323681757
886,3,0.101254963487223
887,2,0.109864862779146
888,4,0.101473041025131
889,2,0.101817444964522
890,7,0.101139889276373
891,8,0.102531061910451
892,4,0.103210697456431
893,4,0.101371046198839
894,2,0.101641045802018
895,5,0.102899990860091
896,3,0.103156676212206
897,1,0.102190071642961
898,8,0.103523572624787
899,2,0.103115237595316
900,9,0.131229198048525
901,7,0.10429083863602
902,9,0.101923860640118
903,4,0.105764369286133
904,9,0.113996744346515
905,2,0.106694677465708
906,4,0.102809296032865
907,9,0.10363606040991
908,3,0.107107508742179
909,1,0.101291667398978
910,1,0.101188039542756
911,9,0.104493918168414
912,8,0.101542912472887
913,2,0.107563682573069
